event1_all_repo_name,event2_all_repo_name,count
AngularClass/angular2-webpack-starter,DefinitelyTyped/DefinitelyTyped,5
babel/babel,Microsoft/TypeScript,5
ansible/ansible,mitchellh/vagrant,5
mxstbr/react-boilerplate,facebookincubator/create-react-app,5
npm/npm,moment/moment,5
nodejs/node,creationix/nvm,5
angular/angular,rollup/rollup,5
request/request,webpack/webpack,5
AngularClass/angular2-webpack-starter,Microsoft/TypeScript,5
containous/traefik,docker/docker,5
zeit/hyper,facebookincubator/create-react-app,5
webpack/webpack,lerna/lerna,5
driftyco/ionic,pouchdb/pouchdb,5
facebook/jest,facebook/relay,5
request/request,yarnpkg/yarn,5
JedWatson/react-select,yarnpkg/yarn,5
docker/docker,containous/traefik,5
facebook/react-native,Microsoft/vscode,5
vuejs/vue-resource,vuejs/vuex,5
redux-observable/redux-observable,ReactiveX/rxjs,5
rails/rails,ruby/ruby,5
yarnpkg/yarn,FormidableLabs/nodejs-dashboard,5
react-toolbox/react-toolbox,mxstbr/react-boilerplate,5
facebookincubator/create-react-app,zeit/hyper,5
mochajs/mocha,webpack/webpack,5
ReactTraining/react-router,mxstbr/react-boilerplate,5
Homebrew/brew,yarnpkg/yarn,5
npm/npm,DefinitelyTyped/DefinitelyTyped,5
rust-lang/rust,golang/go,5
Microsoft/TypeScript,Microsoft/language-server-protocol,5
reactjs/redux,yarnpkg/yarn,5
yarnpkg/yarn,mochajs/mocha,5
hashicorp/terraform,golang/go,5
zcash/zcash,bitcoin/bitcoin,5
rollup/rollup,Microsoft/TypeScript,5
Khan/aphrodite,facebook/jest,5
rollup/rollup,angular/angular,5
facebook/jest,nodejs/node,5
facebook/jest,npm/npm,5
gatsbyjs/gatsby,yarnpkg/yarn,5
FormidableLabs/nodejs-dashboard,yarnpkg/yarn,5
zeit/next.js,nodejs/node,5
reactjs/redux,Microsoft/TypeScript,5
Microsoft/language-server-protocol,Microsoft/TypeScript,5
ipython/ipython,scikit-learn/scikit-learn,5
realm/realm-java,square/retrofit,5
facebook/flow,nodejs/node,5
vuejs/vuex,vuejs/vue-resource,5
atom/atom,facebook/flow,5
Microsoft/vscode,sequelize/sequelize,5
facebook/jest,styled-components/styled-components,5
facebookincubator/create-react-app,reactjs/redux,5
facebook/flow,atom/atom,5
Microsoft/TypeScript,facebook/react-native,5
atom/atom,facebook/jest,5
vuejs/vue-router,ElemeFE/element,5
vuejs/vue-router,vuejs/vue-cli,5
yarnpkg/yarn,airbnb/react-dates,5
yarnpkg/yarn,redux-observable/redux-observable,5
lerna/lerna,webpack/webpack,5
ElemeFE/element,vuejs/vue-router,5
creationix/nvm,nodejs/node,5
docker/labs,docker/docker,5
avajs/ava,yarnpkg/yarn,5
styled-components/styled-components,facebook/jest,5
Theano/Theano,fchollet/keras,5
yarnpkg/yarn,react-bootstrap/react-bootstrap,5
nwjs/nw.js,electron/electron,5
Microsoft/TypeScript,AngularClass/angular2-webpack-starter,5
vuejs/vue-cli,vuejs/vuex,5
Microsoft/BashOnWindows,PowerShell/PowerShell,5
vuejs/vue-devtools,vuejs/vue-router,5
moment/moment,npm/npm,5
reactjs/redux,facebookincubator/create-react-app,5
jonathandturner/rustls,servo/servo,5
yarnpkg/yarn,callemall/material-ui,5
facebookincubator/create-react-app,mxstbr/react-boilerplate,5
TryGhost/Ghost,nodejs/node,5
facebook/react-native,infinitered/ignite,5
vuejs/vuex,vuejs/vue-cli,5
docker/docker,docker/labs,5
facebook/react-native,ReactTraining/react-router,5
mxstbr/react-boilerplate,react-toolbox/react-toolbox,5
babel/babel-preset-env,facebook/react,5
Microsoft/vscode,facebook/react-native,5
scikit-learn/scikit-learn,ipython/ipython,5
golang/go,hashicorp/terraform,5
golang/go,avelino/awesome-go,5
golang/go,davecheney/httpstat,5
pouchdb/pouchdb,driftyco/ionic,5
mxstbr/react-boilerplate,facebook/jest,5
vuejs/vue-devtools,vuejs/vuex,5
facebook/jest,mxstbr/react-boilerplate,5
ReactiveX/rxjs,redux-observable/redux-observable,5
yarnpkg/yarn,Homebrew/brew,5
vuejs/vuex,vuejs/vue-devtools,5
vuejs/vue-cli,vuejs/vue-router,5
